# Program:featureCounts v1.6.3; Command:"featureCounts" "-a" "../SDv2.2_Genes.gff" "-F" "GFF" "-t" "mRNA" "-g" "Parent" "-s" "1" "-o" "counts/3.5-4.txt" "starmapping/3.5-4_S21Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	starmapping/3.5-4_S21Aligned.sortedByCoord.out.bam
TCAL_16362	Chromosome_9	14579178	14579715	-	538	0
TCAL_16363	Chromosome_9	1513528	1516714	-	3187	105
TCAL_16366	Chromosome_9	1862773	1871861	-	9089	6
TCAL_16367	Chromosome_9	260023	260555	+	533	0
TCAL_16364	Chromosome_9	15068932	15079762	-	10831	93
TCAL_16365	Chromosome_9	1744302	1746993	+	2692	187
TCAL_09673	Chromosome_9	4258398	4259926	-	1529	59
TCAL_05188	Chromosome_9	10978795	10986754	+	7960	624
TCAL_05189	Chromosome_9	10972023	10975090	+	3068	7
TCAL_05186	Chromosome_9	11069174	11070651	+	1478	27
TCAL_05187	Chromosome_9	10991516	11012164	-	20649	130
TCAL_10300	Chromosome_9	4981731	4984969	-	3239	83
TCAL_13202	Chromosome_9	4432917	4436223	-	3307	1
TCAL_13200	Chromosome_9	4416285	4423781	+	7497	722
TCAL_13684	Chromosome_9	14064994	14067208	-	2215	764
TCAL_01186	Chromosome_9	2202004	2206700	+	4697	101
TCAL_01187	Chromosome_9	2205527	2206639	-	1113	5
TCAL_01184	Chromosome_9	2216558	2221114	-	4557	7
TCAL_01185	Chromosome_9	2207101	2208903	-	1803	29
TCAL_01182	Chromosome_9	2258351	2259958	-	1608	599
TCAL_04849	Chromosome_9	6882143	6883792	-	1650	1
TCAL_01180	Chromosome_9	2261947	2264210	+	2264	155
TCAL_01181	Chromosome_9	2260613	2261443	+	831	16
TCAL_01188	Chromosome_9	2196374	2197075	+	702	58
TCAL_01189	Chromosome_9	2191785	2195127	-	3343	997
TCAL_11934	Chromosome_9	10252395	10256537	+	4143	571
TCAL_11935	Chromosome_9	10265983	10266459	+	477	0
TCAL_11932	Chromosome_9	10242122	10248630	-	6509	199
TCAL_11933	Chromosome_9	10243589	10245841	+	2253	826
TCAL_11930	Chromosome_9	10241587	10242129	+	543	163
TCAL_11931	Chromosome_9	10237485	10239937	-	2453	1
TCAL_12816	Chromosome_9	809547	811936	-	2390	69
TCAL_12812	Chromosome_9	911602	922815	+	11214	6
TCAL_12813	Chromosome_9	856653	858981	+	2329	0
TCAL_04468	Chromosome_9	14335282	14338365	+	3084	14
TCAL_04830	Chromosome_9	6697010	6732910	+	35901	53
TCAL_04837	Chromosome_9	6756683	6758126	+	1444	190
TCAL_07348	Chromosome_9	2709136	2716904	+	7769	16
TCAL_07349	Chromosome_9	2710350	2713265	-	2916	0
TCAL_07346	Chromosome_9	2657747	2666478	-	8732	18
TCAL_07347	Chromosome_9	2686818	2702940	+	16123	865
TCAL_07344	Chromosome_9	2639480	2644164	-	4685	2
TCAL_07342	Chromosome_9	2612009	2615781	+	3773	6
TCAL_07343	Chromosome_9	2624583	2629740	-	5158	90
TCAL_07340	Chromosome_9	2600873	2603293	-	2421	191
TCAL_07341	Chromosome_9	2605036	2608672	+	3637	571
TCAL_04839	Chromosome_9	6763903	6776812	+	12910	289
TCAL_04838	Chromosome_9	6756493	6763382	-	6890	767
TCAL_05426	Chromosome_9	7087225	7091934	-	4710	7852
TCAL_04879	Chromosome_9	4722432	4723874	-	1443	70
TCAL_04878	Chromosome_9	4718061	4722233	+	4173	44
TCAL_04874	Chromosome_9	4703557	4714680	+	11124	57
TCAL_04876	Chromosome_9	4705455	4710260	-	4806	567
TCAL_04872	Chromosome_9	4686039	4692212	+	6174	285
TCAL_02783	Chromosome_9	9599691	9602406	+	2716	3062
TCAL_08242	Chromosome_9	1092386	1096273	-	3888	5871
TCAL_10307	Chromosome_9	15473856	15477456	-	3601	119
TCAL_13633	Chromosome_9	7847155	7851530	+	4376	7
TCAL_13632	Chromosome_9	7855114	7857229	+	2116	201
TCAL_10117	Chromosome_9	11688163	11696075	+	7913	10
TCAL_10303	Chromosome_9	15454863	15457445	+	2583	665
TCAL_04847	Chromosome_9	6860954	6863401	+	2448	323
TCAL_04840	Chromosome_9	6785168	6792636	+	7469	3485
TCAL_08246	Chromosome_9	1200755	1202758	+	2004	451
TCAL_04841	Chromosome_9	6802778	6806466	+	3689	200
TCAL_08247	Chromosome_9	1214174	1228595	-	14422	540
TCAL_10024	Chromosome_9	8926285	8946654	-	20370	250
TCAL_10028	Chromosome_9	8969232	8971739	+	2508	9
TCAL_05285	Chromosome_9	11384178	11401662	+	17485	67
TCAL_05289	Chromosome_9	11431448	11438552	-	7105	96
TCAL_15019	Chromosome_9	13782061	13782906	-	846	41
TCAL_15018	Chromosome_9	13617850	13619696	-	1847	101
TCAL_17245	Chromosome_9	10113016	10113471	-	456	0
TCAL_02846	Chromosome_9	3553296	3558482	+	5187	359
TCAL_02847	Chromosome_9	3547425	3550183	-	2759	294
TCAL_02844	Chromosome_9	3636892	3640590	-	3699	431
TCAL_02845	Chromosome_9	3562982	3572428	-	9447	411
TCAL_02808	Chromosome_9	9932730	9936637	-	3908	1
TCAL_02809	Chromosome_9	9949063	9949449	-	387	79
TCAL_05924	Chromosome_9	10390155	10392264	+	2110	22
TCAL_04819	Chromosome_9	6578561	6585741	-	7181	165
TCAL_04818	Chromosome_9	6564822	6566370	+	1549	526
TCAL_04817	Chromosome_9	6556951	6563137	-	6187	1867
TCAL_04816	Chromosome_9	6549759	6552412	+	2654	183
TCAL_04815	Chromosome_9	6511176	6515665	+	4490	4
TCAL_05922	Chromosome_9	10384025	10385638	-	1614	143
TCAL_05928	Chromosome_9	10415076	10416494	-	1419	1
TCAL_05926	Chromosome_9	10393065	10397818	+	4754	1407
TCAL_05927	Chromosome_9	10400684	10411865	+	11182	154
TCAL_05920	Chromosome_9	1024289	1028846	-	4558	0
TCAL_05923	Chromosome_9	10388980	10394591	-	5612	2146
TCAL_06142	Chromosome_9	15027706	15028440	-	735	8069
TCAL_06140	Chromosome_9	15037460	15040912	+	3453	250
TCAL_01238	Chromosome_9	1697546	1699293	-	1748	2
TCAL_01239	Chromosome_9	1678363	1680306	-	1944	0
TCAL_01234	Chromosome_9	1723408	1726281	+	2874	47
TCAL_01236	Chromosome_9	1706577	1714183	-	7607	96
TCAL_01237	Chromosome_9	1704324	1706590	+	2267	264
TCAL_01230	Chromosome_9	1738525	1740074	+	1550	742
TCAL_01231	Chromosome_9	1735718	1738045	+	2328	1611
TCAL_01232	Chromosome_9	1731079	1733710	+	2632	357
TCAL_10009	Chromosome_9	8724696	8726427	+	1732	308
TCAL_10005	Chromosome_9	8657414	8661033	+	3620	426
TCAL_10004	Chromosome_9	8648084	8649096	+	1013	127
TCAL_10007	Chromosome_9	8688866	8694532	+	5667	663
TCAL_06144	Chromosome_9	14993455	14998485	-	5031	3454
TCAL_10003	Chromosome_9	8647624	8652776	-	5153	415
TCAL_16369	Chromosome_9	2463857	2464742	+	886	418
TCAL_17406	Chromosome_9	1090428	1091656	-	1229	259
TCAL_08241	Chromosome_9	633427	645164	+	11738	1016
TCAL_13173	Chromosome_9	747462	748277	-	816	43
TCAL_13174	Chromosome_9	744450	745221	-	772	0
TCAL_13175	Chromosome_9	735895	736733	-	839	0
TCAL_13176	Chromosome_9	697034	699642	-	2609	1
TCAL_04873	Chromosome_9	4689405	4691563	-	2159	0
TCAL_15002	Chromosome_9	10116138	10116746	+	609	0
TCAL_04480	Chromosome_9	14281357	14289124	+	7768	512
TCAL_04481	Chromosome_9	14285903	14287237	-	1335	28
TCAL_17268	Chromosome_9	13523590	13528067	+	4478	2385
TCAL_17269	Chromosome_9	13743356	13755453	-	12098	1
TCAL_17260	Chromosome_9	12507330	12513780	+	6451	13
TCAL_17261	Chromosome_9	12565706	12567843	-	2138	17
TCAL_17262	Chromosome_9	12627937	12634214	-	6278	0
TCAL_17263	Chromosome_9	12693320	12697669	+	4350	607
TCAL_17264	Chromosome_9	12931121	12934068	-	2948	9
TCAL_17265	Chromosome_9	1373189	1374939	+	1751	0
TCAL_17266	Chromosome_9	1339199	1340988	-	1790	0
TCAL_17267	Chromosome_9	13009377	13017836	+	8460	4
TCAL_10291	Chromosome_9	4906238	4906816	+	579	21
TCAL_01218	Chromosome_9	1906940	1908684	-	1745	140
TCAL_01219	Chromosome_9	1903318	1909005	+	5688	568
TCAL_01212	Chromosome_9	1923223	1929569	-	6347	12
TCAL_01213	Chromosome_9	1922188	1923144	+	957	37
TCAL_01210	Chromosome_9	1941799	1946530	+	4732	2
TCAL_01211	Chromosome_9	1938871	1940005	+	1135	160
TCAL_01216	Chromosome_9	1912523	1914994	-	2472	26
TCAL_01217	Chromosome_9	1910157	1910984	+	828	10
TCAL_01214	Chromosome_9	1917075	1920907	-	3833	84
TCAL_01215	Chromosome_9	1911369	1917085	+	5717	323
TCAL_10063	Chromosome_9	13889229	13902590	-	13362	181
TCAL_10061	Chromosome_9	13929808	13931028	+	1221	96
TCAL_10060	Chromosome_9	13931048	13938412	-	7365	74
TCAL_10066	Chromosome_9	13755950	13763572	-	7623	184
TCAL_10065	Chromosome_9	13771036	13778049	+	7014	136
TCAL_10064	Chromosome_9	13841690	13852196	+	10507	54
TCAL_11882	Chromosome_9	14648475	14660400	+	11926	299
TCAL_11887	Chromosome_9	14690701	14691406	-	706	1
TCAL_10289	Chromosome_9	4891202	4892140	-	939	2
TCAL_06546	Chromosome_9	13417115	13420950	+	3836	36
TCAL_05450	Chromosome_9	7356798	7358923	-	2126	8
TCAL_06545	Chromosome_9	13425685	13429426	-	3742	49
TCAL_05451	Chromosome_9	7377102	7378684	+	1583	517
TCAL_05453	Chromosome_9	7417387	7421975	+	4589	120
TCAL_06544	Chromosome_9	13435683	13438632	+	2950	60
TCAL_11418	Chromosome_9	9549563	9553008	+	3446	0
TCAL_11417	Chromosome_9	9577689	9580119	+	2431	64
TCAL_11416	Chromosome_9	9582290	9586347	-	4058	1394
TCAL_02792	Chromosome_9	9767689	9769196	+	1508	67
TCAL_10311	Chromosome_9	15495426	15504898	-	9473	861
TCAL_10310	Chromosome_9	15479558	15492038	+	12481	6
TCAL_02903	Chromosome_9	2839022	2844425	-	5404	3
TCAL_02902	Chromosome_9	2874846	2882179	+	7334	2634
TCAL_02901	Chromosome_9	2889385	2892181	-	2797	297
TCAL_02900	Chromosome_9	2892727	2895694	+	2968	906
TCAL_05943	Chromosome_9	10623009	10627091	+	4083	105
TCAL_10313	Chromosome_9	15526102	15529713	+	3612	3
TCAL_02904	Chromosome_9	2829951	2838265	+	8315	35
TCAL_10312	Chromosome_9	15515876	15525608	+	9733	0
TCAL_02793	Chromosome_9	9769275	9771461	-	2187	22
TCAL_02791	Chromosome_9	9758372	9766982	-	8611	447
TCAL_15023	Chromosome_9	1561326	1562219	-	894	94
TCAL_02796	Chromosome_9	9794330	9796289	+	1960	76
TCAL_15028	Chromosome_9	1842039	1843530	-	1492	2
TCAL_15029	Chromosome_9	2228638	2229105	+	468	0
TCAL_17246	Chromosome_9	10217886	10218668	+	783	0
TCAL_17247	Chromosome_9	10351095	10375391	+	24297	0
TCAL_17244	Chromosome_9	10112244	10112810	-	567	0
TCAL_17242	Chromosome_9	99203	112931	-	13729	1
TCAL_17243	Chromosome_9	10017772	10024345	+	6574	108
TCAL_17241	Chromosome_9	67627	70313	-	2687	0
TCAL_02795	Chromosome_9	9787157	9793051	+	5895	127
TCAL_17248	Chromosome_9	1108701	1133615	-	24915	538
TCAL_17249	Chromosome_9	11454001	11456661	+	2661	0
TCAL_04846	Chromosome_9	6841718	6859507	-	17790	228
TCAL_04459	Chromosome_9	14524779	14525846	-	1068	9
TCAL_04458	Chromosome_9	14529934	14532183	-	2250	347
TCAL_04850	Chromosome_9	6887637	6889402	+	1766	62
TCAL_02797	Chromosome_9	9796296	9797828	-	1533	15
TCAL_02794	Chromosome_9	9772146	9774008	+	1863	88
TCAL_02826	Chromosome_9	10065749	10068653	-	2905	33
TCAL_02799	Chromosome_9	9809045	9821754	+	12710	365
TCAL_01254	Chromosome_9	1533376	1538774	+	5399	97
TCAL_17250	Chromosome_9	11538455	11540730	+	2276	0
TCAL_17252	Chromosome_9	12031780	12041849	+	10070	4
TCAL_17256	Chromosome_9	12262877	12263837	+	961	0
TCAL_17258	Chromosome_9	12478759	12478965	+	207	0
TCAL_05282	Chromosome_9	11307152	11352610	-	45459	49
TCAL_05286	Chromosome_9	11401776	11404430	-	2655	608
TCAL_07528	Chromosome_9	5122382	5122923	+	542	408
TCAL_07529	Chromosome_9	5120207	5121461	+	1255	5909
TCAL_07522	Chromosome_9	5289933	5291685	-	1753	201
TCAL_07523	Chromosome_9	5244526	5260768	+	16243	7
TCAL_07520	Chromosome_9	5420137	5424218	-	4082	1997
TCAL_07526	Chromosome_9	5134111	5137786	+	3676	1063
TCAL_07527	Chromosome_9	5123799	5124805	-	1007	51
TCAL_07524	Chromosome_9	5180609	5186348	+	5740	10
TCAL_07525	Chromosome_9	5137996	5140026	+	2031	326
TCAL_16388	Chromosome_9	10261375	10262053	+	679	1
TCAL_16389	Chromosome_9	10681713	10693226	+	11514	195
TCAL_16380	Chromosome_9	8417478	8424803	+	7326	48
TCAL_16381	Chromosome_9	8818176	8819774	+	1599	2
TCAL_16382	Chromosome_9	9093104	9107025	-	13922	45
TCAL_16383	Chromosome_9	9443567	9444756	+	1190	7
TCAL_16384	Chromosome_9	10407	10902	-	496	5
TCAL_16385	Chromosome_9	985967	991054	-	5088	4
TCAL_16386	Chromosome_9	981860	982657	-	798	0
TCAL_16387	Chromosome_9	10032751	10038100	+	5350	95
TCAL_04833	Chromosome_9	6736426	6740650	-	4225	343
TCAL_11381	Chromosome_9	8457405	8467839	-	10435	354
TCAL_11380	Chromosome_9	8476997	8477635	+	639	62
TCAL_11383	Chromosome_9	8457305	8458117	+	813	61
TCAL_11382	Chromosome_9	8461410	8462795	+	1386	237
TCAL_11384	Chromosome_9	8455454	8456839	+	1386	15
TCAL_08260	Chromosome_9	1428415	1433138	+	4724	609
TCAL_08261	Chromosome_9	1433540	1444549	-	11010	7
TCAL_05929	Chromosome_9	10480665	10493792	-	13128	2920
TCAL_05939	Chromosome_9	10575175	10579497	+	4323	390
TCAL_05938	Chromosome_9	10571181	10574637	+	3457	345
TCAL_05937	Chromosome_9	10564306	10565716	-	1411	68
TCAL_05934	Chromosome_9	10559138	10562020	+	2883	313
TCAL_05933	Chromosome_9	10540828	10551402	+	10575	946
TCAL_05932	Chromosome_9	10502056	10538663	-	36608	478
TCAL_05930	Chromosome_9	10499875	10502039	+	2165	22
TCAL_01258	Chromosome_9	1509906	1513651	+	3746	320
TCAL_01256	Chromosome_9	1518061	1519898	-	1838	267
TCAL_01252	Chromosome_9	1550229	1554339	-	4111	37
TCAL_01250	Chromosome_9	1556456	1561284	+	4829	49
TCAL_01251	Chromosome_9	1554731	1555958	+	1228	403
TCAL_16374	Chromosome_9	3807368	3819249	+	11882	20
TCAL_01183	Chromosome_9	2229310	2233777	+	4468	94
TCAL_16373	Chromosome_9	3443912	3447675	-	3764	2
TCAL_16372	Chromosome_9	3430214	3431716	+	1503	7
TCAL_16379	Chromosome_9	804163	807544	-	3382	19
TCAL_16378	Chromosome_9	798945	802603	-	3659	20
TCAL_09678	Chromosome_9	4326337	4328471	-	2135	193
TCAL_09679	Chromosome_9	4328932	4330001	+	1070	255
TCAL_12829	Chromosome_9	2802363	2803123	+	761	55
TCAL_05281	Chromosome_9	11302853	11307128	+	4276	437
TCAL_11622	Chromosome_9	14731223	14733523	+	2301	124
TCAL_11623	Chromosome_9	14728986	14731051	-	2066	36
TCAL_11620	Chromosome_9	14739600	14740451	+	852	78
TCAL_11621	Chromosome_9	14731212	14735852	-	4641	579
TCAL_11624	Chromosome_9	14724235	14725809	-	1575	2
TCAL_11625	Chromosome_9	14722879	14724168	+	1290	2093
TCAL_06653	Chromosome_9	8136114	8141671	+	5558	619
TCAL_06639	Chromosome_9	8274994	8279121	-	4128	356
TCAL_06638	Chromosome_9	8295035	8295540	+	506	1669
TCAL_11539	Chromosome_9	15595420	15603435	-	8016	114
TCAL_06650	Chromosome_9	8172496	8198251	+	25756	5
TCAL_02448	Chromosome_9	12175477	12177456	-	1980	1043
TCAL_02449	Chromosome_9	12172674	12175498	+	2825	624
TCAL_02442	Chromosome_9	12248601	12254632	+	6032	23
TCAL_02443	Chromosome_9	12241604	12247288	+	5685	1900
TCAL_02440	Chromosome_9	12281256	12282498	+	1243	184
TCAL_02441	Chromosome_9	12276017	12278391	+	2375	7
TCAL_02446	Chromosome_9	12187604	12203600	-	15997	42
TCAL_02447	Chromosome_9	12184297	12187368	+	3072	259
TCAL_02444	Chromosome_9	12226316	12228892	+	2577	462
TCAL_02445	Chromosome_9	12224169	12225410	+	1242	327
TCAL_11102	Chromosome_9	7728678	7738470	-	9793	9
TCAL_11101	Chromosome_9	7698701	7724212	-	25512	641
TCAL_08248	Chromosome_9	1250883	1255562	+	4680	388
TCAL_08249	Chromosome_9	1260219	1264836	-	4618	159
TCAL_06641	Chromosome_9	8271663	8274840	+	3178	417
TCAL_02412	Chromosome_9	12654221	12658645	-	4425	335
TCAL_05198	Chromosome_9	10900102	10906848	+	6747	5
TCAL_16452	Chromosome_9	8630259	8640672	-	10414	84
TCAL_16455	Chromosome_9	9529254	9536036	-	6783	11
TCAL_16456	Chromosome_9	9603086	9603868	+	783	0
TCAL_16457	Chromosome_9	9734038	9743876	+	9839	1
TCAL_09301	Chromosome_9	9025551	9026495	+	945	326
TCAL_09302	Chromosome_9	9015533	9023397	-	7865	0
TCAL_02420	Chromosome_9	12570744	12575192	-	4449	57
TCAL_02422	Chromosome_9	12546034	12558355	-	12322	4
TCAL_02423	Chromosome_9	12533977	12543206	+	9230	44
TCAL_02424	Chromosome_9	12522743	12526327	+	3585	0
TCAL_02426	Chromosome_9	12465737	12469708	-	3972	69
TCAL_02427	Chromosome_9	12452867	12454634	-	1768	2532
TCAL_02428	Chromosome_9	12449568	12451145	+	1578	7
TCAL_02429	Chromosome_9	12440460	12444508	+	4049	6
TCAL_17345	Chromosome_9	9894980	9895987	-	1008	0
TCAL_17344	Chromosome_9	9590909	9598467	-	7559	87
TCAL_17343	Chromosome_9	9517043	9530605	+	13563	121
TCAL_17342	Chromosome_9	9536166	9540553	-	4388	1039
TCAL_17341	Chromosome_9	8852370	8853016	+	647	3
TCAL_17340	Chromosome_9	8404061	8406281	+	2221	0
TCAL_10690	Chromosome_9	8340777	8344306	+	3530	832
TCAL_10691	Chromosome_9	8345004	8349405	-	4402	745
TCAL_10692	Chromosome_9	8351338	8359244	+	7907	50
TCAL_10693	Chromosome_9	8369594	8370106	-	513	10
TCAL_10694	Chromosome_9	8372841	8378895	-	6055	43
TCAL_10695	Chromosome_9	8383516	8385368	-	1853	42
TCAL_10697	Chromosome_9	8406634	8409962	+	3329	40
TCAL_10698	Chromosome_9	8421776	8426960	-	5185	166
TCAL_10699	Chromosome_9	8427051	8428025	+	975	338
TCAL_08708	Chromosome_9	9204304	9211145	-	6842	36
TCAL_10838	Chromosome_9	4059941	4064910	+	4970	5
TCAL_10834	Chromosome_9	4041867	4043617	-	1751	6
TCAL_10835	Chromosome_9	4045778	4047283	-	1506	113
TCAL_10836	Chromosome_9	4052186	4057171	+	4986	32
TCAL_10837	Chromosome_9	4057287	4058375	-	1089	98
TCAL_10830	Chromosome_9	4015267	4018339	+	3073	42
TCAL_10831	Chromosome_9	4029238	4030427	+	1190	678
TCAL_10833	Chromosome_9	4030241	4038786	-	8546	867
TCAL_01257	Chromosome_9	1513885	1514687	+	803	307
TCAL_15033	Chromosome_9	289605	290715	+	1111	0
TCAL_15032	Chromosome_9	2779142	2800370	+	21229	482
TCAL_01255	Chromosome_9	1523655	1529041	-	5387	184
TCAL_08918	Chromosome_9	3791892	3799210	+	7319	3
TCAL_10107	Chromosome_9	11572415	11573857	-	1443	1
TCAL_08912	Chromosome_9	3850432	3856620	-	6189	333
TCAL_08913	Chromosome_9	3850646	3853763	+	3118	27
TCAL_08910	Chromosome_9	3874772	3879142	+	4371	295
TCAL_08911	Chromosome_9	3857840	3863212	-	5373	58
TCAL_08916	Chromosome_9	3827513	3837995	-	10483	258
TCAL_08917	Chromosome_9	3821399	3826034	+	4636	604
TCAL_04869	Chromosome_9	4628140	4679352	+	51213	215
TCAL_06516	Chromosome_9	13714288	13720379	+	6092	13
TCAL_06517	Chromosome_9	13689553	13706126	+	16574	2317
TCAL_06518	Chromosome_9	13678528	13682409	+	3882	662
TCAL_10108	Chromosome_9	11580479	11583072	+	2594	5835
TCAL_15010	Chromosome_9	12232445	12234973	+	2529	20
TCAL_10109	Chromosome_9	11587662	11590330	-	2669	303
TCAL_04466	Chromosome_9	14334838	14344055	-	9218	760
TCAL_04467	Chromosome_9	14339798	14341609	+	1812	1029
TCAL_04460	Chromosome_9	14500040	14503873	-	3834	0
TCAL_09646	Chromosome_9	13152275	13156459	+	4185	602
TCAL_09638	Chromosome_9	13282756	13284924	-	2169	1268
TCAL_04472	Chromosome_9	14319994	14321633	+	1640	10
TCAL_12315	Chromosome_9	197017	207697	-	10681	315
TCAL_12314	Chromosome_9	197018	203093	+	6076	29
TCAL_12313	Chromosome_9	160835	175141	+	14307	621
TCAL_12312	Chromosome_9	157051	157704	+	654	1
TCAL_02408	Chromosome_9	12679541	12680760	+	1220	0
TCAL_02409	Chromosome_9	12681441	12683205	-	1765	1251
TCAL_02406	Chromosome_9	12697857	12699491	+	1635	125
TCAL_02407	Chromosome_9	12686930	12691222	-	4293	164
TCAL_02401	Chromosome_9	12740742	12744150	+	3409	235
TCAL_16418	Chromosome_9	262224	263604	+	1381	0
TCAL_16419	Chromosome_9	221630	222687	-	1058	0
TCAL_16414	Chromosome_9	15619880	15620760	-	881	0
TCAL_16415	Chromosome_9	15699547	15700392	+	846	0
TCAL_16416	Chromosome_9	1950142	1952639	+	2498	135
TCAL_16417	Chromosome_9	226791	227825	+	1035	0
TCAL_16410	Chromosome_9	15204507	15212213	+	7707	321
TCAL_16411	Chromosome_9	15399500	15400625	+	1126	0
TCAL_16412	Chromosome_9	15400759	15402800	+	2042	0
TCAL_16413	Chromosome_9	15454496	15459276	-	4781	2021
TCAL_12630	Chromosome_9	8598063	8602661	+	4599	16
TCAL_12631	Chromosome_9	8588072	8591850	-	3779	1969
TCAL_12980	Chromosome_9	7475078	7484416	+	9339	12
TCAL_01179	Chromosome_9	2264285	2265403	-	1119	510
TCAL_01178	Chromosome_9	2266778	2270440	-	3663	850
TCAL_01177	Chromosome_9	2273375	2277118	-	3744	601
TCAL_01175	Chromosome_9	2281644	2284855	-	3212	435
TCAL_01174	Chromosome_9	2288634	2291165	+	2532	181
TCAL_01173	Chromosome_9	2306621	2311904	-	5284	0
TCAL_01172	Chromosome_9	2337382	2339637	-	2256	88
TCAL_01171	Chromosome_9	2341261	2358020	+	16760	180
TCAL_01170	Chromosome_9	2359557	2375878	-	16322	258
TCAL_10320	Chromosome_9	15574300	15574587	-	288	4
TCAL_05280	Chromosome_9	11287384	11289237	-	1854	77
TCAL_04272	Chromosome_9	242865	247058	+	4194	120
TCAL_04271	Chromosome_9	247067	249832	-	2766	16
TCAL_17391	Chromosome_9	11264610	11266466	-	1857	397
TCAL_01253	Chromosome_9	1545001	1549179	-	4179	41
TCAL_04496	Chromosome_9	14129368	14138307	-	8940	41
TCAL_04495	Chromosome_9	14142224	14142777	-	554	528
TCAL_04494	Chromosome_9	14144756	14145749	-	994	57
TCAL_04493	Chromosome_9	14163888	14181306	-	17419	15
TCAL_02899	Chromosome_9	2903289	2904553	-	1265	503
TCAL_02898	Chromosome_9	2916228	2919807	+	3580	2
TCAL_04476	Chromosome_9	14305432	14311354	+	5923	524
TCAL_06534	Chromosome_9	13578387	13586126	-	7740	51
TCAL_06535	Chromosome_9	13528492	13539279	+	10788	79
TCAL_06532	Chromosome_9	13591564	13596131	+	4568	0
TCAL_06533	Chromosome_9	13586637	13590236	+	3600	2
TCAL_06530	Chromosome_9	13611445	13614341	+	2897	17
TCAL_06531	Chromosome_9	13600590	13604484	-	3895	4
TCAL_01194	Chromosome_9	2145395	2146735	-	1341	48
TCAL_15031	Chromosome_9	2619073	2619693	-	621	0
TCAL_15030	Chromosome_9	2573684	2575507	+	1824	22
TCAL_15037	Chromosome_9	439663	447315	-	7653	84
TCAL_13422	Chromosome_9	587432	596906	-	9475	30
TCAL_13423	Chromosome_9	575074	577519	+	2446	0
TCAL_13421	Chromosome_9	612575	616357	-	3783	2027
TCAL_15035	Chromosome_9	3846731	3847156	-	426	29
TCAL_13683	Chromosome_9	14076679	14077107	+	429	209
TCAL_13681	Chromosome_9	4507077	4507998	-	922	0
TCAL_13689	Chromosome_9	8630259	8635228	+	4970	1107
TCAL_15034	Chromosome_9	3115413	3116339	+	927	152
TCAL_02398	Chromosome_9	12761758	12771769	-	10012	63
TCAL_02399	Chromosome_9	12756854	12763338	+	6485	401
TCAL_02396	Chromosome_9	12783054	12799477	-	16424	22
TCAL_02397	Chromosome_9	12786653	12787378	+	726	1
TCAL_02394	Chromosome_9	12804067	12805354	-	1288	5
TCAL_02395	Chromosome_9	12800729	12805403	+	4675	288
TCAL_02392	Chromosome_9	12810898	12811689	+	792	57
TCAL_02393	Chromosome_9	12809573	12810890	+	1318	0
TCAL_02390	Chromosome_9	6423954	6428408	-	4455	29
TCAL_02391	Chromosome_9	12811765	12817999	+	6235	181
TCAL_15039	Chromosome_9	4218830	4225455	+	6626	0
TCAL_15038	Chromosome_9	4091660	4091932	-	273	0
TCAL_17309	Chromosome_9	5005984	5012276	+	6293	13
TCAL_17308	Chromosome_9	560897	565330	+	4434	0
TCAL_17303	Chromosome_9	3634385	3636364	+	1980	13
TCAL_17302	Chromosome_9	3660192	3663449	-	3258	1336
TCAL_17301	Chromosome_9	3167237	3170867	-	3631	1435
TCAL_17300	Chromosome_9	3145736	3147841	-	2106	0
TCAL_17307	Chromosome_9	4954085	4954823	+	739	6882
TCAL_17306	Chromosome_9	4518849	4577533	-	58685	28
TCAL_17305	Chromosome_9	3971093	3974182	-	3090	0
TCAL_17304	Chromosome_9	3660648	3662378	+	1731	110
TCAL_16438	Chromosome_9	5214926	5216712	+	1787	689
TCAL_16439	Chromosome_9	599081	600312	-	1232	0
TCAL_16432	Chromosome_9	4138632	4140997	+	2366	0
TCAL_16433	Chromosome_9	4184431	4185314	+	884	0
TCAL_16430	Chromosome_9	3254571	3267596	+	13026	532
TCAL_16431	Chromosome_9	3950763	3951969	-	1207	0
TCAL_16436	Chromosome_9	5046939	5051156	-	4218	363
TCAL_16437	Chromosome_9	5072135	5073218	-	1084	6
TCAL_16434	Chromosome_9	4950690	4952857	+	2168	43
TCAL_16435	Chromosome_9	561016	562205	-	1190	0
TCAL_09421	Chromosome_9	12016467	12020787	+	4321	98
TCAL_09420	Chromosome_9	12002575	12004443	+	1869	6
TCAL_09423	Chromosome_9	12040356	12048599	-	8244	194
TCAL_09422	Chromosome_9	12021809	12030631	+	8823	432
TCAL_09425	Chromosome_9	12094111	12094844	+	734	0
TCAL_09424	Chromosome_9	12071507	12080063	+	8557	163
TCAL_10306	Chromosome_9	15469476	15473868	+	4393	252
TCAL_10301	Chromosome_9	5020704	5045641	+	24938	7
TCAL_10309	Chromosome_9	15488426	15489004	-	579	1
TCAL_02361	Chromosome_9	5936253	5945446	+	9194	45
TCAL_09285	Chromosome_9	9141151	9145624	-	4474	229
TCAL_09287	Chromosome_9	9131990	9136187	-	4198	1
TCAL_09286	Chromosome_9	9137684	9140836	+	3153	40
TCAL_09289	Chromosome_9	9124999	9128737	+	3739	1033
TCAL_09288	Chromosome_9	9127149	9130110	-	2962	367
